Text	Label
No puedo sacarme esto de la cabeza	Miedo  
Estoy medio que me quiero rajar	Miedo  
Me siento atrapado/a	Miedo  
No sé si voy a poder con esto	Miedo  
Tengo miedo de hablar	Miedo  
Me tiemblan las piernas	Miedo  
No me puedo concentrar	Miedo  
Me está matando la incertidumbre	Miedo  
Estoy a punto de explotar	Miedo  
Me cuesta hasta pensar	Miedo  
Estoy al palo de nervioso/a	Miedo  
Me agarro un ataque de pánico	Miedo  
No puedo ni dormir por esto	Miedo  
Me siento como en una pesadilla	Miedo  
No sé qué va a pasar	Miedo  
Estoy con el corazón a mil	Miedo  
No me quiero ni mover	Miedo  
Me siento vulnerable	Miedo  












No pude decir nada del nerviosismo que tenía	Vergüenza
Sentí que todos me miraban y me puse rojo	Vergüenza
Me equivoqué frente a todos y quise desaparecer	Vergüenza
Tropecé en público y no sabía dónde meterme	Vergüenza
Dije algo fuera de lugar y me arrepentí al instante	Vergüenza
Me temblaba la voz de la vergüenza	Vergüenza
No quería que supieran lo que hice	Vergüenza
Me sentí muy expuesto y vulnerable	Vergüenza
Hablé sin pensar y luego me arrepentí	Vergüenza
Me sentí torpe frente a todos	Vergüenza
No podía sostener la mirada de la vergüenza	Vergüenza
Me puse a llorar y no pude evitarlo	Vergüenza
Tuve que presentarme y no me salieron las palabras	Vergüenza
No recordé nada durante la exposición	Vergüenza
Me di cuenta de que todos se reían de mí	Vergüenza
Me descubrieron en una mentira piadosa	Vergüenza
Se burlaron de mi forma de vestir	Vergüenza
Se rieron de lo que dije sin mala intención	Vergüenza
No sabía que había cometido un error tan evidente	Vergüenza
Me avergoncé de mis propias reacciones	Vergüenza
Dije algo tonto y me sentí ridículo	Vergüenza
Me sentí fuera de lugar todo el tiempo	Vergüenza
No quería que nadie me viera así	Vergüenza
No fui capaz de hablar en la reunión	Vergüenza
Me miraron raro por cómo me expresé	Vergüenza
Me quedé en blanco y no supe qué hacer	Vergüenza
Me sentí un fraude frente a los demás	Vergüenza
Me corrigieron delante de todos	Vergüenza
Me olvidé del nombre de alguien importante	Vergüenza
Me vi reflejado y no me gustó lo que vi	Vergüenza
Me notaron inseguro y eso me hizo sentir peor	Vergüenza
Fui el único que no entendió la consigna	Vergüenza
Tuve que pedir ayuda y me dio mucha vergüenza	Vergüenza
No pude ocultar que estaba nervioso	Vergüenza
Me sentí inferior al resto	Vergüenza
Me manché la ropa y todos lo notaron	Vergüenza
Me señalaron por mi error sin tacto	Vergüenza
No quería que vieran mis cosas personales	Vergüenza
Hablaron de mí como si no estuviera presente	Vergüenza
Se dieron cuenta de mi torpeza	Vergüenza
Me temblaban las manos al hablar	Vergüenza
Me sentí ridículo por cómo reaccioné	Vergüenza
Me expuse sin querer y fue incómodo	Vergüenza
Me preguntaron algo que no sabía responder	Vergüenza
Olvidé algo importante y todos lo notaron	Vergüenza
Tuve que admitir que no sabía hacerlo	Vergüenza
Me puse nervioso frente a alguien que me gusta	Vergüenza
Me sentí inútil en esa situación	Vergüenza
Me equivoqué y todos lo escucharon	Vergüenza
Se dieron cuenta de que estaba mintiendo	Vergüenza
No podía dejar de pensar en lo mal que actué	Vergüenza
Me siento avergonzado	Vergüenza
No quiero que me vean	Vergüenza
Quisiera esconderme	Vergüenza
Me sonrojo mucho	Vergüenza
Siento que todos me juzgan	Vergüenza
No sé dónde mirar	Vergüenza
Estoy incómodo	Vergüenza
Quiero desaparecer	Vergüenza
Me siento torpe	Vergüenza
Temo hacer el ridículo	Vergüenza
No quiero hablar	Vergüenza
Me siento pequeño	Vergüenza
Estoy nervioso por esto	Vergüenza
No me gusta que me miren	Vergüenza
Siento que fallé	Vergüenza
Me da miedo equivocarme	Vergüenza
Quisiera no haberlo hecho	Vergüenza
Estoy rojo de la cara	Vergüenza
Me siento inseguro	Vergüenza
Quisiera pedir perdón	Vergüenza
No me gusta mi error	Vergüenza
Siento que hice mal	Vergüenza
Me siento ridículo	Vergüenza
Estoy preocupado por mi imagen	Vergüenza
No quiero que sepan	Vergüenza
Me siento humillado	Vergüenza
Quisiera que nadie lo sepa	Vergüenza
Siento que decepcioné	Vergüenza
Estoy incómodo con la atención	Vergüenza
Me siento fuera de lugar	Vergüenza
No quiero que me recuerden	Vergüenza
Me siento inseguro de mí	Vergüenza
Siento que todos me miran mal	Vergüenza
No puedo enfrentar a nadie	Vergüenza
Quisiera que pase rápido	Vergüenza
Me siento culpable	Vergüenza
Tengo miedo de hablar	Vergüenza
Siento que me equivoqué	Vergüenza
No quiero que me juzguen	Vergüenza
Me siento mal por lo que hice	Vergüenza
Estoy preocupado por lo que dirán	Vergüenza
Quisiera borrarlo de mi mente	Vergüenza
Me siento atrapado	Vergüenza
No sé cómo pedir disculpas	Vergüenza
Me siento nervioso	Vergüenza
Quiero evitar esta situación	Vergüenza
Siento que no encajo	Vergüenza
Estoy muy apenado	Vergüenza
Me puse colorado/a	Verguenza  
Qué papelón que hice	Verguenza  
No sé dónde meterme	Verguenza  
Quedé re mal parado/a	Verguenza  
Me salieron los colores	Verguenza  
Qué bochorno, posta	Verguenza  
Me quiero esconder ya	Verguenza  
Hice un mamarracho	Verguenza  
Me siento un/a boludo/a	Verguenza  
No sabía dónde mirar	Verguenza  
Qué bajón que pasó eso	Verguenza  
Quedé como un/a gil	Verguenza  
No me da la cara para nada	Verguenza  
Me tragué la tierra	Verguenza  
Me agarró una vergüenza bárbara	Verguenza  
Me quiero escabullir rápido	Verguenza  
Quedé para el aplauso, pero de los malos	Verguenza  
Me miraron todos, qué bajón	Verguenza  
No paro de pensar en el papelón	Verguenza  
Me siento un desastre total	Verguenza  
Quedé como un/a boludo/a bárbaro/a	Verguenza  
Ni ganas de salir ahora	Verguenza  
Me corté solo/a	Verguenza  
Qué desastre hice, la verdad	Verguenza  
No doy pie con bola	Verguenza  
Estoy rojo/a como un tomate	Verguenza  
Me tengo que hacer invisible	Verguenza  
No puedo creer lo que dije	Verguenza  
Qué vergüenza ajena me da	Verguenza  
Me quiero borrar del mapa	Verguenza  
Me patinó todo en ese momento	Verguenza  
Quedé más pegado que chicle en el pelo	Verguenza  
Me siento un/a salame	Verguenza  
Ni ganas de volver a ese lugar	Verguenza  
Me quedé sin palabras, pero mal	Verguenza  
Hice el ridículo, posta	Verguenza  
Me caí de culo con lo que dije	Verguenza  
Quedé como un/a trompita	Verguenza  
Me quemé vivo/a	Verguenza  
No sé cómo arreglar este papelón	Verguenza  
Me dieron ganas de salir corriendo	Verguenza  
Quedé mal parado/a en la charla	Verguenza  
Me tapé la cara y me fui	Verguenza  
No quiero que me vea nadie	Verguenza  
Me siento un/a tonto/a bárbaro/a	Verguenza  
Quedé como un/a pelotudo/a	Verguenza  
No puedo sacarme esto de la cabeza	Verguenza  
Me quiero matar del bochorno	Verguenza  
Qué bajón haber hecho eso	Verguenza  
Me perdí en la conversación	Verguenza  











Te amo con todo mi corazón	Amor
No dejo de pensar en ti ni un segundo	Amor
Tu sonrisa ilumina mis días	Amor
Eres lo mejor que me ha pasado	Amor
Cada momento a tu lado es especial	Amor
Me haces sentir completo	Amor
No necesito nada más que estar contigo	Amor
Tu amor me da fuerzas para seguir	Amor
Siento mariposas cada vez que te veo	Amor
Eres mi persona favorita en el mundo	Amor
Te elijo hoy y siempre	Amor
Mi corazón late más fuerte por ti	Amor
No hay nadie como tú	Amor
Quiero envejecer contigo	Amor
Tu mirada me llena de paz	Amor
Estar contigo es mi lugar feliz	Amor
No imagino mi vida sin ti	Amor
Cada día me enamoro más de ti	Amor
Gracias por existir en mi vida	Amor
Tu voz me tranquiliza como nada más	Amor
Solo tú sabes cómo hacerme sonreír	Amor
Cuando estoy contigo, el mundo desaparece	Amor
A tu lado todo tiene sentido	Amor
Eres mi refugio y mi hogar	Amor
Te pienso incluso cuando no debería	Amor
Me haces creer en el amor verdadero	Amor
Tienes un lugar eterno en mi corazón	Amor
Me haces mejor persona solo por estar en mi vida	Amor
Tu ternura me derrite el alma	Amor
Quiero abrazarte y no soltarte nunca más	Amor
No hay día que no te extrañe	Amor
Contigo todo es más fácil	Amor
Eres la razón de mi felicidad	Amor
Me haces sentir amado como nunca antes	Amor
Tu presencia llena de luz mi corazón	Amor
Mi amor por ti no tiene límites	Amor
Quisiera detener el tiempo cuando estoy contigo	Amor
No necesito palabras, tu mirada lo dice todo	Amor
Nuestro amor es lo más real que conozco	Amor
Eres mi todo, mi sol y mi calma	Amor
Gracias por enseñarme lo que es amar de verdad	Amor
Me haces sentir en casa con solo una caricia	Amor
Tu amor es mi mayor tesoro	Amor
No hay distancia que debilite lo que siento	Amor
Amarte es lo más hermoso que me ha pasado	Amor
No importa lo que pase, siempre te amaré	Amor
Me haces sentir seguro y querido	Amor
Cada "te amo" tuyo es música para mí	Amor
Eres la persona por la que todo vale la pena	Amor
Mi corazón te pertenece	Amor
Amo cada parte de ti, incluso tus imperfecciones	Amor
Te quiero mucho	Amor
Me importas mucho	Amor
Siento cariño por ti	Amor
Estoy enamorado	Amor
Me haces feliz	Amor
Pienso en ti siempre	Amor
Eres muy especial	Amor
Te extraño mucho	Amor
Quiero estar contigo	Amor
Me haces sonreír	Amor
Siento ternura por ti	Amor
Me encanta tu voz	Amor
Estoy feliz contigo	Amor
Quiero abrazarte	Amor
Me haces sentir bien	Amor
Eres mi persona favorita	Amor
Me siento seguro contigo	Amor
Quiero cuidarte	Amor
Eres mi todo	Amor
Te admiro mucho	Amor
Me haces soñar	Amor
Me llena el corazón	Amor
Quiero besarte	Amor
Siento pasión por ti	Amor
Eres mi inspiración	Amor
Te pienso a cada instante	Amor
Quiero compartir mi vida	Amor
Me haces sentir vivo	Amor
Estoy agradecido por ti	Amor
Eres mi alegría	Amor
Me encanta tu sonrisa	Amor
Quiero apoyarte siempre	Amor
Me siento completo contigo	Amor
Te adoro	Amor
Siento paz contigo	Amor
Me haces sentir amado	Amor
Eres mi felicidad	Amor
Me enamoro más cada día	Amor
Quiero estar a tu lado	Amor
Me haces soñar despierto	Amor
Eres mi refugio	Amor
Quiero protegerte	Amor
Me gusta tu compañía	Amor
Siento conexión contigo	Amor
Eres mi corazón	Amor
Me siento querido	Amor
Quiero compartir momentos	Amor
Eres mi mundo	Amor
Te banco un montón	Amor  
Sos lo más que me pasó	Amor  
Me encanta estar con vos	Amor  
Sos mi todo, posta	Amor  
No paro de pensar en vos	Amor  
Me hacés re feliz	Amor  
Sos mi persona favorita	Amor  
Te quiero un montón	Amor  
Cada día te quiero más	Amor  
Sos mi alegría diaria	Amor  
Me encanta tu sonrisa	Amor  
Sos lo mejor que tengo	Amor  
No me imagino sin vos	Amor  
Me volvés loco/a	Amor  
Sos mi paz y mi loco	Amor  
Quiero estar siempre a tu lado	Amor  
Sos mi sol en días nublados	Amor  
Me hacés latir el corazón	Amor  
Te amo con todo lo que soy	Amor  
Sos mi lugar feliz	Amor  
No dejo de extrañarte	Amor  
Me encantaría darte un abrazo ahora	Amor  
Sos la persona que soñé	Amor  
Me hacés sentir vivo/a	Amor  
Sos mi media naranja posta	Amor  
Quiero que seas feliz conmigo	Amor  
Cada momento con vos es único	Amor  
Sos mi refugio seguro	Amor  
Me vuelvo un bobo/a por vos	Amor  
Te necesito cerca siempre	Amor  
Sos el amor de mi vida	Amor  
Me alegra el alma verte	Amor  
Quiero hacerte feliz	Amor  
Sos mi cuento de hadas real	Amor  
Me hacés brillar los ojos	Amor  
Sos mi mejor decisión	Amor  
No puedo dejar de pensarte	Amor  
Quiero caminar a tu lado siempre	Amor  
Sos mi calma y mi tormenta	Amor  
Me sacás sonrisas todo el día	Amor  
Sos mi compañero/a ideal	Amor  
Te llevo en el corazón	Amor  
Me haces sentir especial	Amor  
Sos la luz que me guía	Amor  
Quiero vivir mil historias con vos	Amor  
Me encantaría un beso ahora	Amor  
Sos mi sueño cumplido	Amor  
Te adoro con todo mi ser	Amor  
Sos mi presente y mi futuro	Amor  
Me enamoro más cada día	Amor  










¡Qué sorpresa, no me lo esperaba para nada!	Sarcasmo
Claro, porque eso siempre funciona perfecto	Sarcasmo
¡Qué idea tan brillante, cómo no se me ocurrió antes!	Sarcasmo
Genial, justo lo que necesitaba, más problemas	Sarcasmo
Oh, sí, porque eso tiene mucho sentido	Sarcasmo
Me encanta cuando todo sale mal, es lo mejor	Sarcasmo
Por supuesto, eso resolverá todos los problemas	Sarcasmo
¡Qué bueno que me avisaste, justo a tiempo!	Sarcasmo
Sí, seguro, porque tú siempre tienes la razón	Sarcasmo
Qué maravilla, otro día increíble en la oficina	Sarcasmo
Fantástico, justo lo que quería escuchar	Sarcasmo
Claro, porque la paciencia es infinita aquí	Sarcasmo
Oh, qué amable de tu parte hacer eso otra vez	Sarcasmo
Sí, me encanta esperar horas para nada	Sarcasmo
Por supuesto, tú sabes mejor que nadie	Sarcasmo
Qué gran idea ignorar ese detalle importante	Sarcasmo
Perfecto, justo lo que necesitaba para arruinar mi día	Sarcasmo
Claro, porque nadie más podría hacerlo mejor	Sarcasmo
Oh, qué sorpresa que no funcionó como esperábamos	Sarcasmo
Sí, hacer todo a último momento siempre funciona	Sarcasmo
Qué suerte la mía tener que lidiar con esto	Sarcasmo
Fantástico, otro error que nadie vio venir	Sarcasmo
Por supuesto, eso tiene total sentido lógico	Sarcasmo
Oh, sí, eso fue súper útil, gracias	Sarcasmo
Claro, porque hacer lo contrario siempre es mejor	Sarcasmo
Qué bien, más trabajo para hoy, justo lo que quería	Sarcasmo
Sí, claro, porque las reglas son para romperlas	Sarcasmo
Genial, otra reunión que podría haber sido un correo	Sarcasmo
Oh, qué buena idea dejar todo para el último minuto	Sarcasmo
Por supuesto, no hay mejor momento para esto que ahora	Sarcasmo
Fantástico, más complicaciones para resolver	Sarcasmo
Sí, porque eso es exactamente lo que necesitábamos	Sarcasmo
Qué maravilla tener que repetirlo todo otra vez	Sarcasmo
Claro, porque la tecnología nunca falla	Sarcasmo
Oh, qué sorpresa que el plan no salió bien	Sarcasmo
Por supuesto, no hay problema en ignorar los detalles	Sarcasmo
Sí, porque perder tiempo es lo más productivo	Sarcasmo
Genial, más contratiempos para mi lista	Sarcasmo
Qué suerte que todo esté tan bajo control	Sarcasmo
Claro, porque no hay mejor forma de hacerlo	Sarcasmo
Oh, sí, eso fue súper claro, gracias por la explicación	Sarcasmo
Por supuesto, todo está perfectamente organizado	Sarcasmo
Sí, porque hacer las cosas a medias siempre funciona	Sarcasmo
Fantástico, más obstáculos para superar	Sarcasmo
Qué maravilla tener que empezar de nuevo	Sarcasmo
Claro, porque nadie puede hacerlo mejor que yo	Sarcasmo
Oh, qué sorpresa que haya un problema nuevo	Sarcasmo
Por supuesto, eso fue muy útil, sin duda	Sarcasmo
Sí, porque complicar las cosas es mi especialidad	Sarcasmo
Qué sorpresa, nunca lo hubiera imaginado	Sarcasmo  
Claro, eso tiene todo el sentido del mundo	Sarcasmo  
¡Qué idea tan brillante!	Sarcasmo  
Seguro, eso va a funcionar perfecto	Sarcasmo  
No, para nada, me encanta esperar horas	Sarcasmo  
Sí, porque eso es justo lo que necesitaba	Sarcasmo  
Genial, justo lo que quería, gracias	Sarcasmo  
¡Qué amable, de verdad!	Sarcasmo  
Por supuesto, porque todo sale siempre bien	Sarcasmo  
Me encanta cuando pasa esto, no	Sarcasmo  
Oh sí, qué buena decisión	Sarcasmo  
Qué suerte tengo, siempre me toca a mí	Sarcasmo  
Claro, porque a nadie le importa eso	Sarcasmo  
¡Qué conveniente, justo a tiempo!	Sarcasmo  
Seguro, qué gran plan, ja	Sarcasmo  
Me fascina cuando me ignoran	Sarcasmo  
Por supuesto que quiero más problemas	Sarcasmo  
Claro, ponme más trabajo, por favor	Sarcasmo  
Oh sí, qué divertido es esperar	Sarcasmo  
Me alegra que lo hayas hecho mal	Sarcasmo  
Qué maravilla, otra reunión inútil	Sarcasmo  
Genial, otra vez el mismo error	Sarcasmo  
Por supuesto que me importa, claro	Sarcasmo  
Sí, porque no tenía nada mejor que hacer	Sarcasmo  
Oh, qué sorpresa, otro problema	Sarcasmo  
Me encanta cuando cambian las reglas	Sarcasmo  
Claro, porque eso es justo lo que pedí	Sarcasmo  
Qué bien, justo lo que quería evitar	Sarcasmo  
Sí, qué original tu idea, ja	Sarcasmo  
Oh, qué interesante explicación, de verdad	Sarcasmo  
Por supuesto, me encanta perder tiempo	Sarcasmo  
Claro, lo hice a propósito, ja	Sarcasmo  
Qué divertido es repetir lo mismo	Sarcasmo  
Genial, otro día perfecto para errores	Sarcasmo  
Me encanta cuando me ignoran completamente	Sarcasmo  
Claro, porque todo es tan sencillo	Sarcasmo  
Oh sí, qué bien que falló todo	Sarcasmo  
Por supuesto que no me molesta, claro	Sarcasmo  
Sí, qué suerte que llegué tarde	Sarcasmo  
Me fascina cuando todo sale mal	Sarcasmo  
Qué agradable sorpresa, nada	Sarcasmo  
Genial, más trabajo inesperado	Sarcasmo  
Claro, porque eso era lo que necesitaba	Sarcasmo  
Oh, qué sorpresa, otra vez lo mismo	Sarcasmo  
Por supuesto, qué gran idea, ja	Sarcasmo  
Sí, me encanta cuando me ignoran	Sarcasmo  
Me alegra que todo haya salido mal	Sarcasmo  
Qué maravilloso día para problemas	Sarcasmo  
Claro, porque siempre soy el culpable	Sarcasmo  
¡Qué genio, che!	Sarcasmo  
Obvio, eso pinta bárbaro, posta	Sarcasmo  
Re copado, justo lo que necesitaba	Sarcasmo  
Claro, porque todo sale de diez, viste	Sarcasmo  
Sí, re piola esperar una hora	Sarcasmo  
Tal cual, me encanta cuando me chamuyan	Sarcasmo  
Qué buena idea, no sé cómo no se me ocurrió	Sarcasmo  
Obvio, esto va a andar joya	Sarcasmo  
Sos un capo, posta que sí	Sarcasmo  
¡Qué grosso, loco!	Sarcasmo  
Sí, seguro que no va a romper nada	Sarcasmo  
Re lindo cuando te hacen esperar, posta	Sarcasmo  
Genial, justo lo que quería evitar, viste	Sarcasmo  
Ah, qué copado que se rompió todo	Sarcasmo  
Obvio que me copa laburar de más	Sarcasmo  
Qué lindo que nadie me escucha, posta	Sarcasmo  
Sí, qué original, otra vez lo mismo	Sarcasmo  
Re divertido esperar y que no pase nada	Sarcasmo  
Claro, porque esto siempre funciona bien	Sarcasmo  
Obvio que me encanta que me chamuyen	Sarcasmo  
Qué alegría, otra reunión que no sirve para nada	Sarcasmo  
Re bien, justo cuando llego, se pudre todo	Sarcasmo  
Obvio, sos un capo, me haces reír	Sarcasmo  
Sí, genial que me caguen, posta	Sarcasmo  
Qué bárbaro, más laburo sin aviso	Sarcasmo  
Claro, porque lo hago por gusto	Sarcasmo  
Obvio que quiero problemas, dale	Sarcasmo  
Sí, me encanta que me ignoren, posta	Sarcasmo  
Qué copado que cambien todo a último momento	Sarcasmo  
Re bueno, me encanta que me metan en líos	Sarcasmo  
Obvio que me copa repetir lo mismo	Sarcasmo  
Sí, justo hoy tengo tiempo para esto	Sarcasmo  
Qué lindo que todo salga para el orto	Sarcasmo  
Re piola que me dejen colgado, posta	Sarcasmo  
Obvio, qué suerte que falló todo justo ahora	Sarcasmo  
Sí, re lindo que me carguen de laburo	Sarcasmo  
Qué fenómeno, otra vez me chamuyan	Sarcasmo  
Claro, porque sos un genio, posta	Sarcasmo  
Obvio, me copa que me hagan esperar	Sarcasmo  
Sí, re lindo que me ignoren siempre	Sarcasmo  
Qué copado que me echen la culpa a mí	Sarcasmo  
Re bueno, más problemas para mí	Sarcasmo  
Obvio, me encanta que me rompan las bolas	Sarcasmo  
Sí, genial que me dejen para último	Sarcasmo  
Qué lindo que todo sea un desastre	Sarcasmo  
Re copado que me saltee sin avisar	Sarcasmo  
Obvio, sos un capo, posta que sí	Sarcasmo  
Sí, me encanta que me chamuyen siempre	Sarcasmo  
Qué fenómeno que me carguen otra vez	Sarcasmo  
Re lindo que me dejen esperando horas	Sarcasmo  







